text,Sentiment,Project_Status
"['Govt allocates _ to complete infrastructural projects: NAIROBI, _ June _ - _ _ has _ aside … _: / / t. _ / _']",1,0
['_ of the projects launched or mentioned _ the Madaraka _ are _ by or meant to _ _ county _ _: / / t. co / _'],0,0
['Uhuru Kenyatta _ s deputy _ busy _ _ the _ launching projects in an effort _ was largely _ as … _: / / _. _ / s7HjfPpzbv'],0,0
"[""Single of United states president Uhuru Kenyatta ' s mega project, the Capital of kenya Expressway, taking shape day by day http: / / t. conscientious objector / ebz4wLy1cH""]",1,0
['_ _ _ _ _ or _ _ the _ period _ owned by or meant to serve Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['_ _ the projects _ _ mentioned during the Madaraka period are owned by or _ _ _ Kisumu county … _: / / t. co / _'],0,0
"['Govt allocates Sh310bn to complete infrastructural undertaking: capital of kenya, Kenya June 10 - The governance have set away … https: / / t. carbon monoxide / 2bybgVKlqN']",1,0
"['Govt _ _ to complete infrastructural _: NAIROBI, Kenya _ _ - _ government has set _ _ https: / / _. co / 2bybgVKlqN']",1,0
"['Govt allocates Sh310bn to complete infrastructural projects: capital of kenya, Kenya June ten - The government has coiffe divagation … https: / / t. co / 2bybgVKlqN']",1,0
Uhuru Kenyatta’s deputy was busy going around the country launching projects in an effort that was largely seen as… https://t.co/s7HjfPpzbv,0,0
"[""ODM Leader Raila Odinga ' s project set in motion on madaraka clarence day not a fevour but in alliance of 2013 on counties contri … hypertext transfer protocol: / / t. co / 3HV17xUeTU""]",1,0
"[""One of Chairman Uhuru Kenyatta ' sulfur mega project, the Capital of kenya Expressway, taking form day by clarence day http: / / triiodothyronine. conscientious objector / ebz4wLy1cH""]",1,0
['None of the projects _ or mentioned during _ Madaraka _ are _ by _ meant to _ Kisumu county _ _: / / t. co / _'],0,0
['President Uhuru Republic of kenya started an ambitious project called the Kenya Affordable Housing Undertaking. Through with this projec … hypertext transfer protocol: / / t. carbon monoxide gas / xnA3SSRSqo'],1,0
"[""Unrivaled of President Uhuru Kenyatta ' s mega project, the Capital of kenya Expressway, take shape day by day https: / / thyroxin. colorado / ebz4wLy1cH""]",1,0
"['_ _ _ to complete infrastructural projects: NAIROBI, Kenya June _ - The government _ _ _ _ _: / / t. co / 2bybgVKlqN']",1,0
['Chair Uhuru Kenya started an ambitious project call the Republic of kenya Affordable Trapping Project. Through this projec … hypertext transfer protocol: / / thymine. co / xnA3SSRSqo'],1,0
['Uhuru Kenyatta _ _ _ _ busy _ around _ country _ _ in an effort that was largely seen as … _: / / t. _ / s7HjfPpzbv'],0,0
"['Govt allocates Sh310bn to complete infrastructural project: NAIROBI, Republic of kenya June 10 - The government ingest set aside … https: / / tetraiodothyronine. co / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from helium t … https: / / t. carbon monoxide gas / LcKCZflqiz'],1,0
"['_ _ Sh310bn to _ _ projects: NAIROBI, _ June _ - The government _ _ aside _ https: / / t. co / 2bybgVKlqN']",1,0
"['Govt allocate Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June 10 - The governance have do parenthesis … https: / / t. co / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ _ deputy _ _ going _ _ _ launching _ _ an effort _ _ largely seen as … https: / / t. co / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … https: / / t. conscientious objector / LcKCZflqiz'],1,0
['Uhuru Kenyatta ’ s surrogate was busy going around the country launching task in an exploit that was mostly learn as … https: / / t. co / s7HjfPpzbv'],0,0
"[""One of President Uhuru Kenyatta ' s mega undertaking, the Capital of kenya Motorway, taking shape daylight by day https: / / t. carbon monoxide / ebz4wLy1cH""]",1,0
"[""One of Chief executive Uhuru Kenyatta ' s mega projects, the Nairobi Expressway, fill form sidereal day by day https: / / t. atomic number 27 / ebz4wLy1cH""]",1,0
"[""One of President Uhuru Kenyatta ' s mega projects, the Nairobi Freeway, conduct form day by day https: / / t. cobalt / ebz4wLy1cH""]",1,0
['President Uhuru Kenya started an _ _ called the _ Affordable _ _. _ this projec _ https: / / _. co / _'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … hypertext transfer protocol: / / thymine. cobalt / LcKCZflqiz'],1,0
['_ of _ projects _ or _ _ the Madaraka period are owned by or _ to serve Kisumu county _ _: / / t. co / _'],0,0
['Uhuru Kenyatta ’ _ deputy was _ _ around the _ _ _ in an effort _ _ largely seen as … _: / / t. _ / s7HjfPpzbv'],0,0
['President Uhuru _ _ _ _ project called the _ Affordable Housing Project. Through _ projec … https: / / _. _ / _'],1,0
['None of _ projects _ _ mentioned during _ _ period _ owned _ or meant to serve Kisumu _ _ https: / / t. co / JhYrJKa3Jz'],0,0
"[""One of United states president Uhuru Kenyatta ' atomic number 16 mega labor, the Capital of kenya Expressway, lead shape twenty four hour period by day https: / / t. co / ebz4wLy1cH""]",1,0
['Uhuru Kenyatta ’ s lieutenant comprise interfering going around the state launching projects in an effort that was largely seen as … http: / / tetraiodothyronine. co / s7HjfPpzbv'],0,0
['President Uhuru Kenya started an challenging task squall the Kenya Affordable Housing Project. Through with this projec … hypertext transfer protocol: / / liothyronine. co / xnA3SSRSqo'],1,0
"[""ODM Leader Raila Odinga ' s task launched on madaraka clarence shepard day jr. non a fevour merely in alignment of 2013 on counties contri … https: / / t. cobalt / 3HV17xUeTU""]",1,0
"[""ODM Leader Raila Odinga ' s project set up on madaraka day not a fevour but in alinement of 2013 on county contri … hypertext transfer protocol: / / t. co / 3HV17xUeTU""]",1,0
['_ Uhuru _ _ an ambitious project called _ Kenya _ Housing Project. Through this _ _ _: / / t. co / _'],1,0
"[""One of Prexy Uhuru Kenyatta ' randomness mega projects, the Capital of kenya Expressway, accept shape day by mean solar day http: / / t. carbon monoxide gas / ebz4wLy1cH""]",1,0
"['Govt _ Sh310bn to _ _ _: NAIROBI, _ June _ - The government _ _ aside _ https: / / t. co / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s deputy exist busy going around the country launching projects in an effort that be for the most part seen as … https: / / mt. colorado / s7HjfPpzbv'],0,0
['None of the projects launched beaver state mentioned during the Madaraka period make up possess by or meant to service Kisumu county … https: / / thyroxin. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s deputy was engaged go around the res publica launch projects in an effort that was largely seen as … https: / / thyroxine. colorado / s7HjfPpzbv'],0,0
"[""Unrivalled of President Uhuru Kenyatta ' due south mega projects, the Capital of kenya State highway, taking physical body day by day http: / / t. co / ebz4wLy1cH""]",1,0
"[""One of _ Uhuru Kenyatta ' s mega _, _ _ _, _ shape day by _ https: / / t. _ / _""]",1,0
['_ Uhuru Kenya started an ambitious _ _ _ _ Affordable Housing Project. Through _ _ … _: / / _. co / xnA3SSRSqo'],1,0
Muthaiga Square: William Ruto-Linked Money Laundering Real Estate Firm Accused Of Shoddy Projects - Cyprian Is Nyak… https://t.co/uRvkfIy3HP,0,0
"[""_ of President _ Kenyatta ' _ mega _, the _ _, _ shape _ by _ https: / / t. co / ebz4wLy1cH""]",1,0
"['_ allocates Sh310bn to complete infrastructural _: NAIROBI, Kenya _ 10 - _ _ _ set aside _ https: / / _. co / _']",1,0
['None of the task launched operating theater bring up during the Madaraka period are owned by or intend to serve Kisumu county … http: / / t. co / JhYrJKa3Jz'],0,0
['President Uhuru Republic of kenya set about an ambitious project promise the Kenya Affordable Living accommodations Labor. Done this projec … https: / / thyroxine. co / xnA3SSRSqo'],1,0
['@ _ @ Riverlineridges @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE _ _ Got _ _ from _ t _ https: / / _. co / LcKCZflqiz'],1,0
"[""_ of _ Uhuru Kenyatta ' s _ _, _ _ Expressway, taking _ day by day _: / / t. co / _""]",1,0
"[""_ _ Raila _ ' s project launched _ madaraka _ not _ fevour _ in alignment of 2013 on counties _ … _: / / t. co / _""]",1,0
"[""One _ President Uhuru Kenyatta ' s _ _, _ _ _, taking shape day by _ _: / / t. _ / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ _ @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE _ Project _ _ nod _ _ _ _ https: / / t. co / LcKCZflqiz'],1,0
['Uhuru Kenyatta _ _ deputy was busy _ around _ _ launching _ in an effort that _ _ seen as … https: / / t. _ / _'],0,0
['_ Kenyatta _ s deputy _ _ going around the _ launching projects _ _ effort that _ largely _ _ … https: / / t. co / s7HjfPpzbv'],0,0
['_ Uhuru _ _ an _ _ called _ Kenya Affordable Housing Project. _ this _ … https: / / t. _ / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s deputy was engaged go around the land launching projects in an feat that was largely seen as … https: / / thyroxin. cobalt / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # _ _ Project _ _ nod _ HE _ _ https: / / t. _ / _'],1,0
['President _ Kenya started an _ project _ the _ Affordable _ Project. _ this projec … _: / / t. _ / _'],1,0
['None _ the projects launched or mentioned _ the Madaraka period are owned _ or _ to serve _ _ _ _: / / t. co / _'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Projection Got a nod from HE t … http: / / t. co / LcKCZflqiz'],1,0
"[""One of President Uhuru Kenyatta ' randomness mega undertaking, the Nairobi Expressway, taking flesh day by day https: / / deoxythymidine monophosphate. atomic number 27 / ebz4wLy1cH""]",1,0
['_ Uhuru _ _ an ambitious _ called _ Kenya _ Housing Project. Through this _ … _: / / t. _ / xnA3SSRSqo'],1,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June ten - The government has fructify aside … hypertext transfer protocol: / / triiodothyronine. colorado / 2bybgVKlqN']",1,0
['Chair Uhuru Kenya started an ambitious project hollo the Republic of kenya Affordable Housing Project. Done this projec … https: / / thymine. cobalt / xnA3SSRSqo'],1,0
['Uhuru Kenyatta _ _ _ was busy going _ the _ launching projects in an effort that _ largely _ _ _ https: / / t. co / _'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ _ # _ the _ Got a nod _ _ _ … _: / / _. _ / LcKCZflqiz'],1,0
['President of the united states Uhuru Kenya started an challenging labor called the Kenya Affordable Lodging Project. Through this projec … http: / / t. co / xnA3SSRSqo'],1,0
"[""ODM _ Raila _ ' _ project launched _ madaraka day not _ _ but in alignment of _ on _ _ … https: / / t. _ / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … hypertext transfer protocol: / / t. co / LcKCZflqiz'],1,0
"[""ODM _ Raila Odinga ' s project launched _ _ _ not _ fevour _ in alignment of _ on _ contri … _: / / t. _ / 3HV17xUeTU""]",1,0
['_ Kenyatta ’ _ deputy _ _ going around _ country launching _ in an effort _ _ _ seen as … https: / / t. _ / s7HjfPpzbv'],0,0
"[""One of President Uhuru _ ' s mega projects, the _ _, _ shape day by _ _: / / _. _ / _""]",1,0
['President _ _ _ an ambitious _ called _ _ Affordable Housing _. _ this projec … https: / / t. _ / xnA3SSRSqo'],1,0
['None of _ projects launched or mentioned during the _ period _ owned by or _ _ _ _ _ … https: / / _. co / JhYrJKa3Jz'],0,0
"[""ODM Leader Raila Odinga ' s project launched _ _ _ not a _ but in _ _ 2013 on _ contri _ https: / / t. _ / _""]",1,0
"[""One of President Uhuru Kenyatta ' s mega undertaking, the Capital of kenya Expressway, ingest shape day by day hypertext transfer protocol: / / tonne. co / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from atomic number 2 t … http: / / t. co / LcKCZflqiz'],1,0
"[""One _ _ Uhuru _ ' _ mega projects, _ Nairobi Expressway, _ shape _ by day _: / / t. _ / ebz4wLy1cH""]",1,0
"[""Unitary of Chairwoman Uhuru Kenyatta ' s mega project, the Capital of kenya Expressway, take shape day by day https: / / t. co / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from HE t … https: / / t. co / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Labor Got a nod from HE t … hypertext transfer protocol: / / t. carbon monoxide / LcKCZflqiz'],1,0
"['_ allocates Sh310bn to complete infrastructural projects: NAIROBI, _ June 10 - _ government _ _ _ _ _: / / t. co / _']",1,0
['None of the projects launched _ mentioned _ _ Madaraka period are _ _ _ meant _ serve Kisumu county … _: / / t. co / _'],0,0
['None of _ _ launched or mentioned during the Madaraka _ are owned by or _ _ _ Kisumu county _ https: / / _. co / _'],0,0
['Uhuru _ _ s deputy was _ _ _ the country _ projects _ _ effort that _ largely seen as … https: / / _. co / s7HjfPpzbv'],0,0
['@ _ @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE _ _ Got _ _ from _ _ … _: / / _. co / LcKCZflqiz'],1,0
['Uhuru Kenyatta ’ s deputy be busy going around the country launching projects in an campaign that be largely check as … https: / / thymine. carbon monoxide / s7HjfPpzbv'],0,0
['None of the projects launched or remark during the Madaraka period are owned by or meant to serve Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ _ _ _ busy going _ the country launching projects in an effort that _ largely seen _ _ _: / / t. _ / _'],0,0
['Uhuru Kenyatta ’ s surrogate follow busy go around the state launching projects in an effort that was largely seen as … https: / / thymine. co / s7HjfPpzbv'],0,0
"['Govt _ Sh310bn _ complete _ projects: NAIROBI, _ June 10 - The _ _ set aside … _: / / _. co / _']",1,0
"[""One _ _ Uhuru Kenyatta ' s _ _, the _ _, taking _ _ by day https: / / t. co / _""]",1,0
"[""1 of President Uhuru Kenyatta ' sulphur mega undertaking, the Capital of kenya Expressway, taking shape day by day https: / / t. conscientious objector / ebz4wLy1cH""]",1,0
"[""Unrivalled of President Uhuru Kenyatta ' s mega project, the Capital of kenya Expressway, acquire cast day by day https: / / deoxythymidine monophosphate. co / ebz4wLy1cH""]",1,0
['@ _ @ _ @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE _ Project _ a nod from HE _ … _: / / _. co / _'],1,0
"[""ODM Leader Raila Odinga ' atomic number 16 project launched on madaraka 24 hour interval non a fevour only in alignment of 2013 on counties contri … http: / / triiodothyronine. atomic number 27 / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ Riverlineridges @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE _ _ _ a _ _ HE _ … _: / / t. co / _'],1,0
['_ _ ’ s deputy _ busy going _ _ _ _ projects in _ effort that was largely _ as … https: / / t. _ / s7HjfPpzbv'],0,0
['None of the projects set in motion or mentioned during the Madaraka period are owned by oregon meant to service Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
"['Govt apportion Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June 10 - The government have localise aside … https: / / t. colorado / 2bybgVKlqN']",1,0
"[""One _ _ Uhuru _ ' s mega projects, the Nairobi _, _ _ day by _ _: / / t. _ / ebz4wLy1cH""]",1,0
['Uhuru Kenyatta ’ s deputy was busy going around the nation launch task in an effort that be largely seen as … hypertext transfer protocol: / / tetraiodothyronine. carbon monoxide / s7HjfPpzbv'],0,0
['None of the projection launch or mentioned during the Madaraka catamenia be own by operating room meant to serve Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
['None of _ projects _ or _ during the _ period are _ by or meant _ serve Kisumu _ _ _: / / t. co / JhYrJKa3Jz'],0,0
['_ Kenyatta ’ s deputy was _ _ _ the country _ projects _ an _ _ was largely seen as … https: / / _. co / _'],0,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June 10 - The government get set divagation … http: / / tonne. centennial state / 2bybgVKlqN']",1,0
['President Uhuru _ started an _ _ called _ Kenya Affordable _ _. _ _ _ … https: / / t. co / xnA3SSRSqo'],1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ StateHouseKenya # _ _ Project Got _ _ _ _ t … _: / / t. co / _'],1,0
['Uhuru Kenyatta ’ s deputy was fussy hold up around the country launching projects in an effort that be for the most part seen as … https: / / t. atomic number 27 / s7HjfPpzbv'],0,0
"[""ODM _ _ _ ' s project launched _ _ day not a fevour _ in _ _ _ on counties contri … _: / / t. co / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ _ # _ _ Project Got _ nod from _ _ … https: / / t. _ / _'],1,0
"['_ _ _ to complete _ projects: _, Kenya June 10 - _ _ has _ aside _ https: / / t. co / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … hypertext transfer protocol: / / triiodothyronine. co / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … http: / / t. carbon monoxide / LcKCZflqiz'],1,0
"[""ODM Leader Raila Odinga ' s project _ _ madaraka day _ a fevour _ _ alignment _ 2013 on _ _ … https: / / _. _ / 3HV17xUeTU""]",1,0
['None of the projects launched operating theater remark during the Madaraka period are owned by or think to function Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
"['_ allocates _ to complete infrastructural _: NAIROBI, _ June _ - The _ has set aside _ https: / / _. _ / 2bybgVKlqN']",1,0
"[""_ of _ _ _ ' s mega projects, the _ Expressway, taking shape day _ day _: / / _. _ / ebz4wLy1cH""]",1,0
"[""ODM Loss leader Raila Odinga ' s undertaking set up on madaraka daytime not a fevour but in alliance of 2013 on counties contri … hypertext transfer protocol: / / t. co / 3HV17xUeTU""]",1,0
"['Govt allocates Sh310bn to fill out infrastructural projects: capital of kenya, Republic of kenya June 10 - The authorities has set away … https: / / t. carbon monoxide / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s surrogate was busy going around the area launching projects in an travail that was largely see as … https: / / mt. co / s7HjfPpzbv'],0,0
['Uhuru Kenyatta ’ s deputy sheriff was interfering going around the country found projects in an feat that make up largely seen as … hypertext transfer protocol: / / t. co / s7HjfPpzbv'],0,0
['None _ the _ _ _ mentioned during the Madaraka _ are owned by _ _ to serve Kisumu _ … _: / / t. co / JhYrJKa3Jz'],0,0
['None of the undertaking launched or bring up during the Madaraka geological period are owned by operating room mean to serve Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
"[""One of United states president Uhuru Kenyatta ' s mega undertaking, the Capital of kenya Motorway, taking form daylight by day hypertext transfer protocol: / / t. co / ebz4wLy1cH""]",1,0
['Uhuru _ ’ _ deputy _ busy _ around _ country _ projects in _ effort that was largely _ as _ _: / / t. co / s7HjfPpzbv'],0,0
['_ _ _ started an ambitious _ called the Kenya _ Housing Project. _ this projec … _: / / t. _ / _'],1,0
"[""One _ President _ Kenyatta ' s _ _, the _ _, _ shape day _ day https: / / t. co / _""]",1,0
['President Uhuru Kenya _ an _ _ called _ Kenya Affordable Housing Project. _ _ projec … _: / / _. co / _'],1,0
['None of the projects launched or mentioned during the Madaraka catamenia be have by operating theatre intend to swear out Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['@ _ @ Riverlineridges @ _ @ _ # _ the Project Got a _ from HE _ _ _: / / _. co / LcKCZflqiz'],1,0
['President Uhuru _ started _ ambitious _ _ _ Kenya _ _ _. Through this projec _ https: / / t. co / xnA3SSRSqo'],1,0
"[""ODM Leader Raila Odinga ' _ project _ _ madaraka day not _ _ but in alignment _ _ on counties contri … _: / / _. _ / 3HV17xUeTU""]",1,0
['Uhuru Kenyatta ’ s deputy was busy decease around the country launching projects in an effort that was mostly take care as … hypertext transfer protocol: / / triiodothyronine. carbon monoxide / s7HjfPpzbv'],0,0
['Uhuru Kenyatta ’ s deputy was in use going around the country establish projects in an effort that was for the most part control as … https: / / t. carbon monoxide / s7HjfPpzbv'],0,0
['None of the projects launched oregon remark during the Madaraka period be owned by or meant to serve Kisumu county … https: / / liothyronine. co / JhYrJKa3Jz'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # _ the _ Got _ _ _ HE _ … _: / / _. _ / LcKCZflqiz'],1,0
"[""Unrivaled of President Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, subscribe form day by day https: / / t. cobalt / ebz4wLy1cH""]",1,0
"[""One of President Uhuru Kenyatta ' s mega task, the Capital of kenya Expressway, taking build day by twenty four hour period http: / / thyroxine. co / ebz4wLy1cH""]",1,0
['_ of _ projects launched or _ _ _ Madaraka period are owned by or meant to _ Kisumu _ … _: / / _. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s lieutenant was busy going around the land launching projects in an effort that embody largely check as … https: / / metric ton. carbon monoxide gas / s7HjfPpzbv'],0,0
['None of the projects launched or mentioned during the Madaraka geological period constitute owned by or meant to serve Kisumu county … https: / / t. cobalt / JhYrJKa3Jz'],0,0
['United states president Uhuru Republic of kenya started an challenging labor called the Kenya Affordable Caparison Labor. Through this projec … http: / / t. conscientious objector / xnA3SSRSqo'],1,0
"['_ allocates Sh310bn to _ _ _: NAIROBI, Kenya _ 10 - _ _ has _ _ … https: / / t. co / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s deputy be busy operate around the area launching projects in an attempt that was largely see as … https: / / thymine. carbon monoxide gas / s7HjfPpzbv'],0,0
['President Uhuru _ started an ambitious project called _ _ _ Housing _. Through this _ … _: / / _. co / _'],1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ _ # _ the Project _ _ nod from _ _ … _: / / t. co / _'],1,0
['President Uhuru Kenya started an ambitious project call the Republic of kenya Affordable Caparison Project. Done this projec … https: / / tonne. carbon monoxide / xnA3SSRSqo'],1,0
['Prexy Uhuru Republic of kenya started an challenging project call the Republic of kenya Affordable Housing Labor. Through this projec … https: / / thyroxin. colorado / xnA3SSRSqo'],1,0
['President Uhuru Kenya started _ _ project called _ Kenya _ _ Project. _ this _ … https: / / _. co / _'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from atomic number 2 t … http: / / t. co / LcKCZflqiz'],1,0
"[""_ _ President Uhuru Kenyatta ' _ mega projects, the _ _, _ shape day by _ https: / / t. _ / _""]",1,0
['@ J_Ladiva @ _ @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE the _ Got _ nod _ _ t _ https: / / t. _ / _'],1,0
['None _ the _ launched or mentioned during the _ period are _ by _ _ to serve _ _ … _: / / t. co / JhYrJKa3Jz'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … https: / / t. cobalt / LcKCZflqiz'],1,0
"['Govt allocate Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June tenner - The administration suffer set aside … https: / / t. cobalt / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from atomic number 2 t … hypertext transfer protocol: / / t. co / LcKCZflqiz'],1,0
['President Uhuru Republic of kenya bulge out an ambitious labor called the Kenya Affordable Living accommodations Undertaking. Through this projec … hypertext transfer protocol: / / t. co / xnA3SSRSqo'],1,0
"[""One of President _ _ ' _ mega projects, _ _ Expressway, _ shape _ by _ _: / / t. co / ebz4wLy1cH""]",1,0
['_ Kenyatta _ _ deputy was _ going around _ country launching _ in an effort that was largely _ _ … https: / / t. _ / _'],0,0
None of the projects launched or mentioned during the Madaraka period are owned by or meant to serve Kisumu county… https://t.co/JhYrJKa3Jz,0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from HE t … https: / / t. co / LcKCZflqiz'],1,0
['Chairman Uhuru Kenya start an ambitious labor address the Kenya Affordable Caparison Project. Done this projec … http: / / t. co / xnA3SSRSqo'],1,0
"[""ODM Leader _ _ ' _ project _ on madaraka _ not a fevour but _ alignment _ 2013 _ counties _ … https: / / _. co / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ _ @ _ @ _ # _ _ _ Got a nod from HE t _ https: / / _. _ / LcKCZflqiz'],1,0
['_ _ _ projects launched or mentioned during _ Madaraka period _ _ by or meant to serve _ county … _: / / _. co / JhYrJKa3Jz'],0,0
['None of _ projects _ or _ during the _ period are owned by or meant _ _ Kisumu county … https: / / _. _ / _'],0,0
['_ Uhuru Kenya _ _ ambitious project called the _ Affordable _ Project. Through _ projec … _: / / _. _ / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s lieutenant was busy going around the land launching project in an effort that was for the most part seen as … https: / / mt. conscientious objector / s7HjfPpzbv'],0,0
['None of the projects set in motion oregon name during the Madaraka period are owned by or mean to serve Kisumu county … https: / / liothyronine. co / JhYrJKa3Jz'],0,0
"[""_ of President _ _ ' s mega _, the _ Expressway, _ shape day _ day https: / / _. co / _""]",1,0
['President Uhuru Kenya bug out an challenging task called the Republic of kenya Affordable Housing Project. Done this projec … hypertext transfer protocol: / / liothyronine. conscientious objector / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s lieutenant was busy going around the country launch project in an effort that was largely discover as … https: / / t. colorado / s7HjfPpzbv'],0,0
['_ _ ’ s deputy _ busy _ around the country _ projects in an effort _ was largely _ _ … https: / / _. _ / s7HjfPpzbv'],0,0
"['Govt apportion Sh310bn to dispatch infrastructural project: NAIROBI, Kenya June tenner - The government possess set aside … https: / / t. cobalt / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s _ was busy going around the country launching projects in an effort _ was _ _ _ _ _: / / _. _ / _'],0,0
"[""One of President Uhuru _ ' s _ projects, the _ Expressway, _ _ day by _ _: / / t. _ / _""]",1,0
['None of the projects launch beaver state mentioned during the Madaraka period be have by beaver state meant to serve Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s deputy was busy run around the state set up projects in an effort that was mostly see as … https: / / t. co / s7HjfPpzbv'],0,0
"['Govt allocates Sh310bn to discharge infrastructural projects: capital of kenya, Kenya June ten - The government have localise aside … https: / / tonne. co / 2bybgVKlqN']",1,0
"[""ODM Drawing card Raila Odinga ' s undertaking found on madaraka day not a fevour simply in alignment of 2013 on county contri … https: / / t. colorado / 3HV17xUeTU""]",1,0
"[""ODM Leader Raila Odinga ' entropy project launched on madaraka sidereal day not a fevour only in alignment of 2013 on county contri … hypertext transfer protocol: / / thymine. conscientious objector / 3HV17xUeTU""]",1,0
"['Govt allocates Sh310bn to nail infrastructural projects: NAIROBI, Kenya June x - The government has pose excursus … http: / / t. cobalt / 2bybgVKlqN']",1,0
"['Govt allocates Sh310bn to complete infrastructural undertaking: NAIROBI, Kenya June ten - The authorities has gear up aside … http: / / t. centennial state / 2bybgVKlqN']",1,0
['Uhuru _ ’ s deputy _ busy going _ _ country _ projects in an _ that was _ seen _ … https: / / _. co / _'],0,0
"[""One and only of President Uhuru Kenyatta ' southward mega projects, the Nairobi Expressway, taking bod 24 hour interval by twenty four hour period http: / / t. carbon monoxide gas / ebz4wLy1cH""]",1,0
